,Player,Hall_of_Fame,Awards,All_Star,Championships,All_Nbas
601,Henry Akin,FALSE,0,0,0,0
602,Johnny Austin,FALSE,0,0,0,0
603,Jim Barnett,FALSE,0,0,0,0
604,John Block,FALSE,0,1,0,0
605,Nate Bowman,FALSE,0,0,1,0
606,Jerry Chambers,FALSE,0,0,0,0
607,Archie Clark,FALSE,0,1,0,1
608,Freddie Crawford,FALSE,0,0,0,0
609,Dave Deutsch,FALSE,0,0,0,0
610,Joe Ellis,FALSE,0,0,0,0
611,Hank Finkel,FALSE,0,0,1,0
612,Matt Guokas,FALSE,0,0,1,0
613,Matt Guokas,FALSE,0,0,1,0
614,Bob Hogsett,FALSE,0,0,0,0
615,Lou Hudson,TRUE,0,1,0,1
616,Neil Johnson,FALSE,0,1,0,0
617,Toby Kimball,FALSE,0,0,0,0
618,Tommy Kron,FALSE,0,0,0,0
619,Clyde Lee,FALSE,0,1,0,0
620,Bob Love,FALSE,0,3,0,5
621,Jack Marin,FALSE,0,1,0,1
622,Bill Melchionni,FALSE,0,1,1,1
623,Wayne Molis,FALSE,0,0,0,0
624,Erwin Mueller,FALSE,0,0,0,1
625,Dorie Murrey,FALSE,0,0,0,0
626,Flynn Robinson,FALSE,0,1,1,0
627,Cazzie Russell,FALSE,0,1,1,1
628,Dave Schellhase,FALSE,0,0,0,0
629,Dick Snyder,FALSE,0,0,1,0
630,Jim Ware,FALSE,0,0,0,0
631,Walt Wesley,FALSE,0,0,0,0
632,Bud Acton,FALSE,0,0,0,0
633,Cliff Anderson,FALSE,0,0,0,0
634,Tyrone Britt,FALSE,0,0,0,0
635,Jim Burns,FALSE,0,0,0,0
636,Jim Caldwell,FALSE,0,0,0,0
637,George Carter,FALSE,0,1,0,0
638,Jim Davis,FALSE,0,0,0,0
639,Bill Dinwiddie,FALSE,0,0,0,0
640,Sonny Dove,FALSE,0,0,0,0
641,Ron Filipek,FALSE,0,0,0,0
642,Jim Fox,FALSE,0,0,0,0
643,Mal Graham,FALSE,0,0,2,0
644,Gary Gray,FALSE,0,0,0,0
645,Dennis Hamilton,FALSE,0,0,0,0
646,Clem Haskins,FALSE,0,0,0,0
647,Al Jackson,FALSE,0,0,0,0
648,Johnny Jones,FALSE,0,0,1,0
649,Nick Jones,FALSE,0,0,0,0
650,Dave Lattin,FALSE,0,0,0,0
651,George Lehmann,FALSE,0,0,0,0
652,Bobby Lewis,FALSE,0,0,0,0
653,Paul Long,FALSE,0,0,0,0
654,Plummer Lott,FALSE,0,0,0,0
655,Ed Manning,FALSE,0,0,0,0
656,Stan McKenzie,FALSE,0,0,0,0
657,Jay Miller,FALSE,0,0,1,0
658,George Patterson,FALSE,0,0,0,0
659,Jim Reid,FALSE,0,0,0,0
660,Bob Rule,FALSE,0,1,0,1
661,Craig Spitzer,FALSE,0,0,0,0
662,Al Tucker,FALSE,0,0,0,1
663,Bill Turner,FALSE,0,0,0,0
664,Jimmy Walker,FALSE,0,1,0,0
665,Rick Weitzman,FALSE,0,0,1,0
666,Roland West,FALSE,0,0,0,0
667,John Wetzel,FALSE,0,0,0,0
668,Ken Wilburn,FALSE,0,0,0,0
669,Art Williams,FALSE,0,0,1,0
670,Tom Workman,FALSE,0,0,0,0
671,Zaid Abdul-Aziz,FALSE,0,0,0,0
672,Rick Adelman,TRUE,0,0,0,0
673,Bob Allen,TRUE,1,1,1,1
674,Harry Barnes,FALSE,0,0,0,0
675,Ed Biedenbach,FALSE,0,0,0,0
676,Tom Boerwinkle,FALSE,0,0,0,0
677,Jay Carty,FALSE,0,0,0,0
678,Don Chaney,FALSE,0,0,1,1
679,Dick Cunningham,FALSE,0,0,1,0
680,Fred Foster,FALSE,0,0,0,0
681,Pat Frink,FALSE,0,0,0,0
682,Gary Gregor,FALSE,0,0,0,1
683,Al Hairston,FALSE,0,0,0,0
684,Shaler Halimon,FALSE,0,0,0,0
685,Skip Harlicka,FALSE,0,0,0,0
686,Art Harris,FALSE,0,0,0,1
687,Bill Hewitt,FALSE,0,0,0,1
688,Bill Hosket,FALSE,0,0,1,0
689,Rich Johnson,FALSE,0,0,1,0
690,Bob Kauffman,FALSE,0,1,0,0
691,Joe Kennedy,FALSE,0,0,0,0
692,Rod Knowles,FALSE,0,0,0,0
693,Stu Lantz,FALSE,0,0,0,0
694,Don May,FALSE,0,0,1,0
695,Otto Moore,FALSE,0,0,0,0
696,Dave Newmark,FALSE,0,0,0,0
697,Rich Niemann,FALSE,0,0,0,0
698,Barry Orms,FALSE,0,0,0,0
699,Charlie Paulk,FALSE,0,0,0,0
700,Loy Petersen,FALSE,0,0,0,0
701,Bob Quick,FALSE,0,0,0,0
702,Craig Raymond,FALSE,0,0,0,0
703,Mike Riordan,FALSE,0,0,1,1
704,Dale Schlueter,FALSE,0,0,0,0
705,Doug Sims,FALSE,0,0,0,0
706,Greg Smith,FALSE,0,0,1,0
707,Greg Smith,FALSE,0,0,1,0
708,John Trapp,FALSE,0,0,1,0
709,Dwight Waller,FALSE,0,0,0,0
710,Cliff Williams,FALSE,0,0,0,0
711,Ron Williams,FALSE,0,0,0,0
712,Sam Williams,FALSE,0,0,0,0
713,Sam Williams,FALSE,0,0,0,0
714,Lucius Allen,FALSE,0,0,1,0
715,Wally Anderzunas,FALSE,0,0,0,0
716,John Arthurs,FALSE,0,0,0,0
717,Johnny Baum,FALSE,0,0,0,0
718,Butch Beard,FALSE,0,1,1,0
719,Fred Carter,FALSE,0,0,0,0
720,Bob Dandridge,TRUE,0,1,1,1
721,Mike Davis,FALSE,0,0,0,1
722,Mike Davis,FALSE,0,0,0,1
723,Dick Garrett,FALSE,0,0,0,1
724,Herm Gilliam,FALSE,0,0,1,0
725,Bob Greacen,FALSE,0,0,1,0
726,Lamar Green,FALSE,0,0,0,0
727,Brian Heaney,FALSE,0,0,0,0
728,Steve Kuberski,FALSE,0,0,1,0
729,Mike Lynn,FALSE,0,0,0,0
730,Willie McCarter,FALSE,0,0,0,0
731,Steve Mix,FALSE,0,1,0,0
732,Grady O'Malley,FALSE,0,0,0,0
733,Bud Ogden,FALSE,0,0,0,0
734,Bob Portman,FALSE,0,0,0,0
735,Luther Rackley,FALSE,0,0,0,0
736,George Reynolds,FALSE,0,0,0,0
737,Rick Roberson,FALSE,0,0,0,0
738,Dave Scholz,FALSE,0,0,0,0
739,Bingo Smith,FALSE,0,0,0,0
740,Neal Walk,FALSE,0,0,0,0
741,John Warren,FALSE,0,1,0,1
742,Bernie Williams,FALSE,0,0,0,0
743,Lee Winfield,FALSE,0,0,0,0
744,Don Adams,FALSE,0,0,0,0
745,Bob Arnzen,FALSE,0,0,1,0
746,Dennis Awtrey,FALSE,0,0,1,0
747,Moe Barr,FALSE,0,0,0,0
748,Tom Black,FALSE,0,0,0,0
749,Bob Christian,FALSE,0,0,0,0
750,Jimmy Collins,FALSE,0,0,0,0
751,Joe Cooke,FALSE,0,0,0,0
752,Pete Cross,FALSE,0,0,0,0
753,Terry Driscoll,FALSE,0,0,0,0
754,Claude English,FALSE,0,0,0,0
755,Greg Fillmore,FALSE,0,0,0,0
756,Levi Fontaine,FALSE,0,0,0,0
757,Jake Ford,FALSE,0,0,0,0
758,Gary Freeman,FALSE,0,0,0,0
759,Walt Gilmore,FALSE,0,0,0,0
760,Gar Heard,FALSE,0,0,0,0
761,Al Henry,FALSE,0,0,0,0
762,A.W. Holt,FALSE,0,0,0,0
763,Greg Howard,FALSE,0,0,0,0
764,John Hummer,FALSE,0,0,0,0
765,Greg Hyder,FALSE,0,0,0,0
766,George Johnson,FALSE,0,0,1,1
767,George Johnson,FALSE,0,0,1,1
768,George Johnson,FALSE,0,0,1,1
769,Earnie Killum,FALSE,0,0,0,0
770,Ron Knight,FALSE,0,0,0,0
771,Sam Lacey,FALSE,0,1,0,0
772,Harvey Marlatt,FALSE,0,0,0,0
773,Eddie Mast,FALSE,0,0,0,0
774,Jim McMillian,FALSE,0,0,1,0
775,Larry Mikan,FALSE,0,0,0,0
776,Rex Morgan,FALSE,0,0,0,0
777,Ralph Ogden,FALSE,0,0,0,0
778,Curtis Perry,FALSE,0,0,0,0
779,Geoff Petrie,FALSE,1,1,0,1
780,Mike Price,FALSE,0,0,0,0
781,Bob Riley,FALSE,0,0,0,0
782,Paul Ruffner,FALSE,0,0,0,0
783,Mike Silliman,FALSE,0,0,0,0
784,Garfield Smith,FALSE,0,0,0,0
785,Dave Sorenson,FALSE,0,0,0,0
786,Dennis Stewart,FALSE,0,0,0,0
787,Bill Stricker,FALSE,0,0,0,0
788,Gary Suiter,FALSE,0,0,0,0
789,Fred Taylor,FALSE,0,0,0,0
790,Joe Thomas,FALSE,0,0,0,0
791,Rudy Tomjanovich,TRUE,0,1,0,0
792,John Vallely,FALSE,0,0,0,0
793,Cornell Warner,FALSE,0,0,0,0
794,Bobby Washington,FALSE,0,0,0,0
795,Jeff Webb,FALSE,0,0,1,0
796,Herb White,FALSE,0,0,0,0
797,Milt Williams,FALSE,0,0,0,0
798,Willie Williams,FALSE,0,0,0,0
799,Marv Winkler,FALSE,0,0,1,0
800,Gary Zeller,FALSE,0,0,0,0
801,Bill Zopf,FALSE,0,0,0,0
802,Odis Allison,FALSE,0,0,0,0
803,Vic Bartolome,FALSE,0,0,0,0
804,Fred Brown,FALSE,0,1,1,0
805,Austin Carr,FALSE,1,1,0,1
806,Sid Catlett,FALSE,0,0,0,0
807,Phil Chenier,FALSE,0,1,1,1
808,Jim Cleamons,FALSE,0,0,1,1
809,Charlie Davis,FALSE,0,0,0,0
810,Jackie Dinkins,FALSE,0,0,0,0
811,Ken Durrett,FALSE,0,0,0,0
812,Dick Gibbs,FALSE,0,0,0,0
813,Clarence Glover,FALSE,0,0,0,0
814,Jeff Halliburton,FALSE,0,0,0,0
815,Fred Hilton,FALSE,0,0,0,0
816,Jake Jones,FALSE,0,0,0,0
817,Mo Layton,FALSE,0,0,0,0
818,Stan Love,FALSE,0,0,0,0
819,Charlie Lowery,FALSE,0,0,0,0
820,Jim Marsh,FALSE,0,0,0,0
821,Jim McDaniels,FALSE,0,1,0,0
822,Gil McGregor,FALSE,0,0,0,0
823,Kenny McIntosh,FALSE,0,0,0,0
824,Cliff Meely,FALSE,0,0,0,0
825,Dean Meminger,FALSE,0,0,1,0
826,John Mengelt,FALSE,0,0,0,0
827,Barry Nelson,FALSE,0,0,0,0
828,Mike Newlin,FALSE,0,0,0,0
829,Willie Norwood,FALSE,0,0,0,0
830,Steve Patterson,FALSE,0,0,0,0
831,Tom Payne,FALSE,0,0,0,0
832,Howard Porter,FALSE,0,0,0,0
833,Clifford Ray,FALSE,0,0,1,1
834,Jackie Ridgle,FALSE,0,0,0,0
835,Rich Rinaldi,FALSE,0,0,0,0
836,Curtis Rowe,FALSE,0,1,0,0
837,Charlie Scott,TRUE,1,1,1,1
838,Elmore Smith,FALSE,0,0,0,1
839,Randy Smith,FALSE,1,1,0,1
840,William Smith,FALSE,0,0,0,0
841,Larry Steele,FALSE,0,0,1,0
842,George Trapp,FALSE,0,0,0,0
843,Sidney Wicks,FALSE,1,1,0,1
844,Nate Williams,FALSE,0,0,0,0
845,Isaiah Wilson,FALSE,0,0,0,0
846,Dave Wohl,FALSE,0,0,0,0
847,Barry Yates,FALSE,0,0,0,0
848,Charlie Yelverton,FALSE,0,0,0,0
849,Henry Bibby,FALSE,0,0,1,0
850,Freddie Boyd,FALSE,0,0,0,1
851,Steve Bracey,FALSE,0,0,1,0
852,John Brisker,FALSE,0,1,0,1
853,Roger Brown,TRUE,1,1,1,1
854,Roger Brown,TRUE,1,1,1,1
855,Corky Calhoun,FALSE,0,0,1,0
856,Bob Davis,FALSE,0,0,0,0
857,Dwight Davis,FALSE,0,0,0,1
858,Mickey Davis,FALSE,0,0,0,0
859,Charles Dudley,FALSE,1,0,1,0
860,Scott English,FALSE,0,0,0,0
861,Chris Ford,FALSE,0,0,1,0
862,Harold Fox,FALSE,0,0,0,0
863,Rowland Garrett,FALSE,0,0,0,0
864,John Gianelli,FALSE,0,0,1,0
865,Travis Grant,FALSE,0,0,0,0
866,Luther Green,FALSE,0,0,0,0
867,Charles Johnson,FALSE,1,0,0,1
868,Ollie Johnson,FALSE,0,0,0,0
869,Manny Leaks,FALSE,0,0,0,0
870,Russ Lee,FALSE,0,1,1,1
871,LaRue Martin,FALSE,0,0,0,0
872,Paul McCracken,FALSE,0,0,0,0
873,Eric McWilliams,FALSE,0,0,0,0
874,Mark Minor,FALSE,0,0,0,0
875,Bob Nash,FALSE,0,0,0,0
876,Lloyd Neal,FALSE,0,0,1,1
877,Tom Patterson,FALSE,0,0,0,0
878,Kevin Porter,FALSE,0,0,0,0
879,Jim Price,FALSE,0,1,0,1
880,Mike Ratliff,FALSE,0,0,0,0
881,Tom Riker,FALSE,0,0,0,0
882,Ron Riley,FALSE,0,0,0,0
883,Frank Russell,FALSE,0,0,0,0
884,Frank Schade,FALSE,0,0,0,0
885,Sam Sibert,FALSE,0,0,0,0
886,Bud Stallworth,FALSE,0,0,0,0
887,Paul Stovall,FALSE,0,0,0,0
888,Chuck Terry,FALSE,0,0,1,0
889,Justus Thigpen,FALSE,0,0,0,0
890,John Tschogl,FALSE,0,0,0,0
891,Paul Westphal,TRUE,1,1,1,1
892,Harthorne Wingo,FALSE,0,0,1,0
893,Joby Wright,FALSE,0,0,0,0
894,Mike Bantom,FALSE,0,0,0,1
895,Ron Behagen,FALSE,0,0,0,1
896,Dennis Bell,FALSE,0,0,0,0
897,Jim Brewer,FALSE,0,0,1,1
898,Allan Bristow,FALSE,0,0,0,0
899,John Brown,FALSE,0,0,0,1
900,Larry Cannon,FALSE,0,0,0,1
901,Bill Chamberlain,FALSE,0,0,0,0
902,Ken Charles,FALSE,0,0,0,0
903,E.C. Coleman,FALSE,0,0,0,1
904,Doug Collins,TRUE,0,1,0,0
905,Mike D'Antoni,FALSE,0,0,0,0
906,Mel Davis,FALSE,0,0,0,0
907,Derrek Dickey,FALSE,0,0,1,0
908,Ernie DiGregorio,FALSE,1,0,0,1
909,Steve Downing,FALSE,0,0,1,0
910,Rod Freeman,FALSE,0,0,0,0
911,Bernie Fryer,FALSE,0,0,0,0
912,Jim Garvin,FALSE,0,0,0,0
913,Phil Hankinson,FALSE,0,0,1,0
914,Nate Hawthorne,FALSE,0,0,0,0
915,Tom Ingelsby,FALSE,0,0,0,0
916,Dwight Jones,FALSE,0,0,0,0
917,Ben Kelso,FALSE,0,0,0,0
918,Tom Kozelko,FALSE,0,0,0,0
919,Kevin Kunnert,FALSE,0,0,0,0
920,Mike Macaluso,FALSE,0,0,0,0
921,Ted Manakas,FALSE,0,0,0,0
922,Vester Marshall,FALSE,0,0,0,0
923,Allie McGuire,TRUE,0,0,0,0
924,Larry McNeill,FALSE,0,0,0,0
925,Gary Melchionni,FALSE,0,0,0,0
926,Louie Nelson,FALSE,0,0,0,0
927,Jim Owens,FALSE,0,0,0,0
928,Ed Ratleff,FALSE,0,0,0,0
929,Joe Reaves,FALSE,0,0,0,0
930,Mark Sibley,FALSE,0,0,0,0
931,Bob Verga,FALSE,0,1,0,1
932,Kermit Washington,FALSE,0,1,0,1
933,Slick Watts,FALSE,1,0,0,1
934,Nick Weatherspoon,FALSE,0,0,0,1
935,Luke Witte,FALSE,0,0,0,0
936,Dan Anderson,FALSE,0,0,0,0
937,Dan Anderson,FALSE,0,0,0,0
938,Jim Ard,FALSE,0,0,1,0
939,Gus Bailey,FALSE,0,0,0,0
940,Leon Benbow,FALSE,0,0,0,0
941,Ken Boyd,FALSE,0,0,0,0
942,Gary Brokaw,FALSE,0,0,0,0
943,Tom Burleson,FALSE,0,0,0,1
944,Harvey Catchings,FALSE,0,0,0,0
945,Jim Chones,FALSE,0,0,1,1
946,Ben Clyde,FALSE,0,0,0,0
947,Jesse Dark,FALSE,0,0,0,0
948,Rod Derline,FALSE,0,0,0,0
949,John Drew,FALSE,0,1,0,1
950,Dennis DuVal,FALSE,0,0,0,0
951,Al Eberhard,FALSE,0,0,0,0
952,Leonard Gray,FALSE,0,0,0,0
953,Bernie Harris,FALSE,0,0,0,0
954,Steve Hawes,FALSE,0,0,0,0
955,Tom Henderson,FALSE,0,0,1,0
956,Greg Jackson,FALSE,0,0,0,0
957,Wardell Jackson,FALSE,0,0,0,0
958,Aaron James,FALSE,0,0,0,0
959,Mickey Johnson,FALSE,0,0,0,0
960,Jimmy Jones,FALSE,1,1,0,1
961,Frank Kendrick,FALSE,0,0,0,0
962,Len Kosmalski,FALSE,0,0,0,0
963,Bill Ligon,FALSE,0,0,0,0
964,Phil Lumpkin,FALSE,0,0,0,0
965,Glenn McDonald,FALSE,0,0,1,0
966,Eric Money,FALSE,1,0,0,1
967,Connie Norman,FALSE,0,0,0,0
968,Kevin Restani,FALSE,0,0,0,0
969,Truck Robinson,FALSE,0,1,0,1
970,Campy Russell,FALSE,0,1,0,0
971,Fred Saunders,FALSE,0,0,0,0
972,Tal Skinner,FALSE,0,0,0,0
973,Don Smith,FALSE,0,0,0,0
974,Don Smith,FALSE,0,0,0,0
975,Phil Smith,FALSE,0,1,1,1
976,Mike Sojourner,FALSE,0,0,0,0
977,Kevin Stacom,FALSE,0,0,1,0
978,George Thompson,FALSE,0,0,1,1
979,Dean Tolson,FALSE,0,0,0,0
980,Foots Walker,FALSE,0,0,0,0
981,Perry Warbington,FALSE,0,0,0,0
982,Stan Washington,FALSE,0,0,0,0
983,Scott Wedman,FALSE,0,1,1,1
984,Owen Wells,FALSE,0,0,0,0
985,Earl Williams,FALSE,0,0,0,0
986,Bobby Wilson,FALSE,0,0,0,0
987,Bobby Wilson,FALSE,0,0,0,0
988,Brian Winters,FALSE,0,1,0,1
989,Alvan Adams,FALSE,1,1,0,1
990,Jerome Anderson,FALSE,0,0,1,0
991,Jerry Baskerville,FALSE,0,0,0,0
992,Bob Bigelow,FALSE,0,0,0,0
993,Tom Boswell,FALSE,0,0,1,0
994,Junior Bridgeman,FALSE,0,0,0,0
995,Joe Bryant,FALSE,0,0,0,0
996,Al Carlson,FALSE,0,0,0,0
997,Jim Creighton,FALSE,0,0,0,0
998,Darryl Dawkins,FALSE,0,0,0,0
999,Henry Dickerson,FALSE,0,0,0,0
1000,Eric Fernsten,FALSE,0,0,1,0
1001,Larry Fogle,FALSE,0,0,0,0
1002,Don Ford,FALSE,0,0,0,0
1003,Donnie Freeman,FALSE,1,1,1,1
1004,Kevin Grevey,FALSE,0,0,1,0
1005,Bob Gross,FALSE,0,0,1,1
1006,Lindsay Hairston,FALSE,0,0,0,0
1007,Glenn Hansen,FALSE,0,0,0,0
1008,Robert Hawkins,FALSE,0,0,0,0
1009,Wilbur Holland,FALSE,0,0,0,0
1010,Lionel Hollins,FALSE,0,1,1,1
1011,Steve Jones,FALSE,0,1,0,0
1012,Rich Kelley,FALSE,0,0,0,0
1013,Tom Kropp,FALSE,0,0,0,0
1014,C.J. Kupec,FALSE,0,0,0,0
1015,John Lambert,FALSE,0,0,0,0
1016,John Laskowski,FALSE,0,0,0,0
1017,Greg Lee,FALSE,0,0,0,0
1018,Clyde Mayes,FALSE,0,0,0,0
1019,Ken Mayfield,FALSE,0,0,0,0
1020,Jim McElroy,FALSE,0,0,0,0
1021,George McGinnis,TRUE,1,1,1,1
1022,Tom McMillen,FALSE,0,0,0,0
1023,Joe Meriweather,FALSE,0,0,0,1
1024,Dave Meyers,FALSE,0,0,0,0
1025,Frank Oleynick,FALSE,0,0,0,0
1026,Cliff Pondexter,FALSE,0,0,0,0
1027,Bill Robinzine,FALSE,0,0,0,0
1028,John Roche,FALSE,0,0,0,1
1029,Bruce Seals,FALSE,0,0,0,0
1030,Ed Searcy,FALSE,0,0,0,0
1031,Gene Short,FALSE,0,0,0,0
1032,John Shumate,FALSE,0,0,0,1
1033,Ricky Sobers,FALSE,0,0,0,0
1034,Terry Thomas,FALSE,0,0,0,0
1035,Rudy White,FALSE,0,0,0,0
1036,Gus Williams,FALSE,1,1,1,1
1037,Bill Willoughby,FALSE,0,0,0,0
1038,Tom Abernethy,FALSE,0,0,0,0
1039,Bird Averitt,FALSE,0,0,1,0
1040,Tom Barker,FALSE,0,0,0,0
1041,Marvin Barnes,FALSE,1,1,0,1
1042,Norton Barnhill,FALSE,0,0,0,0
1043,Mike Barr,FALSE,0,0,0,1
1044,Tim Bassett,FALSE,0,0,1,0
1045,Byron Beck,FALSE,0,1,0,0
1046,Mel Bennett,FALSE,0,0,0,0
1047,Ron Boone,FALSE,1,1,1,1
1048,Quinn Buckner,FALSE,0,0,1,1
1049,Ticky Burden,FALSE,0,0,0,1
1050,Don Buse,FALSE,0,1,1,1
1051,Mack Calvin,FALSE,1,1,0,1
1052,M.L. Carr,FALSE,0,0,1,1
1053,Cornelius Cash,FALSE,0,0,0,0
1054,Norm Cook,FALSE,0,0,0,0
1055,Johnny Davis,FALSE,0,0,1,0
1056,Ron Davis,FALSE,0,0,1,0
1057,Randy Denton,FALSE,0,0,0,0
1058,Coby Dietrick,FALSE,0,0,0,0
1059,Leon Douglas,FALSE,0,0,0,0
1060,Mike Dunleavy,FALSE,0,0,0,0
1061,Mike Dunleavy,FALSE,0,0,0,0
1062,Jim Eakins,FALSE,0,1,1,0
1063,Len Elmore,FALSE,0,0,0,0
1064,Darrell Elston,FALSE,0,0,0,0
1065,Butch Feher,FALSE,0,0,0,0
1066,Mike Flynn,FALSE,0,0,0,0
1067,Terry Furlow,FALSE,0,0,0,0
1068,Mike Gale,FALSE,0,0,1,1
1069,Gus Gerard,FALSE,0,1,0,1
1070,Mike Green,FALSE,0,1,0,1
1071,Steve Green,FALSE,0,0,0,0
1072,Paul Griffin,FALSE,0,0,0,0
1073,Rudy Hackett,FALSE,0,0,0,0
1074,Phil Hicks,FALSE,0,0,0,0
1075,Armond Hill,FALSE,0,0,0,0
1076,Darnell Hillman,FALSE,0,0,1,0
1077,Mo Howard,FALSE,0,0,0,0
1078,Kim Hughes,FALSE,0,0,1,1
1079,Bobby Jones,TRUE,1,1,1,1
1080,Bobby Jones,TRUE,1,1,1,1
1081,Caldwell Jones,FALSE,0,1,0,1
1082,Rich Jones,FALSE,0,1,1,0
1083,Robin Jones,FALSE,0,0,1,0
1084,Wil Jones,FALSE,0,1,1,1
1085,George Karl,TRUE,0,0,0,0
1086,Goo Kennedy,FALSE,0,0,0,0
1087,Larry Kenon,FALSE,0,1,1,1
1088,Billy Knight,FALSE,0,1,0,1
1089,Mitch Kupchak,FALSE,0,0,1,1
1090,Bo Lamar,FALSE,0,0,0,1
1091,Ron Lee,FALSE,0,0,0,1
1092,Scott Lloyd,FALSE,0,0,0,0
1093,John Lucas,FALSE,0,0,0,1
1094,Maurice Lucas,FALSE,1,1,1,1
1095,Scott May,FALSE,0,0,0,1
1096,Andre McCarter,FALSE,0,0,0,0
1097,Ted McClain,FALSE,0,1,1,1
1098,Allen Murphy,FALSE,0,0,0,0
1099,Swen Nater,FALSE,1,1,0,1
1100,Johnny Neumann,FALSE,0,0,0,1
1101,Mark Olberding,FALSE,0,0,0,1
1102,Tom Owens,FALSE,0,0,0,0
1103,Joe Pace,FALSE,0,0,1,0
1104,Sonny Parker,FALSE,0,0,0,0
1105,Billy Paultz,FALSE,1,1,1,0
1106,Marv Roberts,FALSE,0,0,1,0
1107,Dave Robisch,FALSE,0,0,0,0
1108,Marshall Rogers,FALSE,0,0,0,0
1109,Dan Roundfield,FALSE,0,1,0,1
1110,Phil Sellers,FALSE,0,0,0,0
1111,Lonnie Shelton,FALSE,0,1,1,1
1112,James Silas,FALSE,1,1,0,1
1113,Ralph Simpson,FALSE,0,1,0,1
1114,Al Skinner,FALSE,0,0,1,0
1115,Willie Smith,FALSE,0,0,0,0
1116,Keith Starr,FALSE,0,0,0,0
1117,Earl Tatum,FALSE,0,0,0,0
1118,Brian Taylor,FALSE,1,1,1,1
1119,Fatty Taylor,FALSE,0,0,0,1
1120,Ira Terrell,FALSE,0,0,0,0
1121,Claude Terry,FALSE,0,1,0,0
1122,Monte Towe,FALSE,0,1,0,0
1123,Dave Twardzik,FALSE,0,1,1,0
1124,Andy Walker,FALSE,0,0,0,0
1125,Wally Walker,FALSE,0,0,2,0
1126,Lloyd Walton,FALSE,0,0,0,0
1127,Henry Ward,FALSE,0,0,0,0
1128,Richard Washington,FALSE,0,0,0,0
1129,Marvin Webster,FALSE,0,0,0,0
1130,Bob Wilkerson,FALSE,0,0,0,0
1131,Chuck Williams,FALSE,0,1,0,0
1132,Chuckie Williams,FALSE,0,0,0,0
1133,John Williamson,FALSE,0,0,1,1
1134,Willie Wise,FALSE,1,1,1,1
1135,Larry Wright,FALSE,0,0,1,0
1136,Tate Armstrong,FALSE,0,0,0,0
1137,Greg Ballard,FALSE,0,0,1,0
1138,Kent Benson,FALSE,1,0,0,0
1139,Otis Birdsong,FALSE,0,1,0,1
1140,Phil Bond,FALSE,0,0,0,0
1141,Jim Bostic,FALSE,0,0,0,0
1142,Alonzo Bradley,FALSE,0,0,0,0
1143,Mike Bratz,FALSE,0,0,0,0
1144,Wayman Britt,FALSE,0,0,0,0
1145,Kenny Carr,FALSE,0,0,0,0
1146,Bob Carrington,FALSE,0,0,0,0
1147,Wesley Cox,FALSE,0,0,0,0
1148,Charlie Criss,FALSE,0,0,0,0
1149,Mark Crow,FALSE,0,0,0,0
1150,Brad Davis,FALSE,0,0,0,0
1151,Walter Davis,TRUE,1,1,0,1
1152,Jacky Dorsey,FALSE,0,0,0,0
1153,T.R. Dunn,FALSE,0,0,0,1
1154,James Edwards,FALSE,0,0,1,0
1155,Bo Ellis,FALSE,0,0,0,0
1156,Al Fleming,FALSE,0,0,0,0
1157,Bayard Forrest,FALSE,0,0,0,0
1158,Mike Glenn,FALSE,1,0,0,0
1159,Glen Gondrezick,FALSE,0,0,0,0
1160,Rickey Green,FALSE,0,1,0,0
1161,Greg Griffin,FALSE,0,0,0,0
1162,Ernie Grunfeld,FALSE,0,0,0,0
1163,Joe Hassett,FALSE,0,0,1,0
1164,Eddie Johnson,FALSE,1,0,0,0
1165,Eddie Johnson,FALSE,1,0,0,0
1166,Larry Johnson,FALSE,1,1,0,1
1167,Larry Johnson,FALSE,1,1,0,1
1168,Marques Johnson,FALSE,1,1,0,1
1169,Eddie Jordan,FALSE,0,0,1,0
1170,Toby Knight,FALSE,0,0,0,0
1171,John Kuester,FALSE,0,0,0,0
1172,Tom LaGarde,FALSE,0,0,1,0
1173,Mark Landsberger,FALSE,0,0,1,0
1174,Rich Laurel,FALSE,0,0,0,0
1175,Ricky Marsh,FALSE,0,0,0,0
1176,Cedric Maxwell,FALSE,1,0,1,0
1177,Larry Moffett,FALSE,0,0,0,0
1178,Glenn Mosley,FALSE,0,0,0,0
1179,Norm Nixon,FALSE,0,1,1,1
1180,Eddie Owens,FALSE,0,0,0,0
1181,Ben Poquette,FALSE,0,0,0,0
1182,Robert Reid,FALSE,0,0,0,0
1183,Anthony Roberts,FALSE,0,0,0,0
1184,Tony Robertson,FALSE,0,0,0,0
1185,Tree Rollins,FALSE,0,0,0,1
1186,Alvin Scott,FALSE,0,0,0,0
1187,Steve Sheppard,FALSE,0,0,0,0
1188,Jack Sikma,TRUE,0,1,1,1
1189,Scott Sims,FALSE,0,0,0,0
1190,Robert Smith,FALSE,0,0,0,0
1191,Phil Walker,FALSE,0,0,1,0
1192,Wilson Washington,FALSE,0,0,0,0
1193,Ray Williams,FALSE,0,0,0,0
1194,Kim Anderson,FALSE,0,0,0,0
1195,Del Beshore,FALSE,0,0,0,0
1196,Dennis Boyd,FALSE,0,0,0,0
1197,Winford Boynes,FALSE,0,0,0,0
1198,Ron Brewer,FALSE,0,0,0,1
1199,Greg Bunch,FALSE,0,0,0,0
1200,Marty Byrnes,FALSE,0,0,1,0
