,Player,Hall_of_Fame,Awards,All_Star,Championships,All_Nbas
1781,Ricky Wilson,FALSE,0,0,0,0
1782,Rickie Winslow,FALSE,0,0,0,0
1783,Joe Wolf,FALSE,0,0,0,0
1784,Phil Zevenbergen,FALSE,0,0,0,0
1785,Randy Allen,FALSE,0,0,0,0
1786,Michael Anderson,FALSE,0,0,0,0
1787,Willie Anderson,FALSE,0,0,0,1
1788,Ricky Berry,FALSE,0,0,0,0
1789,Anthony Bowie,FALSE,0,0,0,0
1790,Scott Brooks,FALSE,0,0,1,0
1791,Mark Bryant,FALSE,0,0,0,0
1792,Greg Butler,FALSE,0,0,0,0
1793,Mike Champion,FALSE,0,0,0,0
1794,Rex Chapman,FALSE,0,0,0,1
1795,Derrick Chievous,FALSE,0,0,0,0
1796,Mark Davis,FALSE,0,0,0,0
1797,Mark Davis,FALSE,0,0,0,0
1798,Fennis Dembo,FALSE,0,0,1,0
1799,Ledell Eackles,FALSE,0,0,0,0
1800,Kevin Edwards,FALSE,0,0,0,1
1801,Rolando Ferreira,FALSE,0,0,0,0
1802,Duane Ferrell,FALSE,0,0,0,0
1803,Anthony Frederick,FALSE,0,0,0,0
1804,Corey Gaines,FALSE,0,0,0,0
1805,Tom Garrick,FALSE,0,0,0,0
1806,Ben Gillery,FALSE,0,0,0,0
1807,Orlando Graham,FALSE,0,0,0,0
1808,Ron Grandison,FALSE,0,0,0,0
1809,Gary Grant,FALSE,0,0,0,0
1810,Harvey Grant,FALSE,0,0,0,0
1811,Sylvester Gray,FALSE,0,0,0,0
1812,Jeff Grayer,FALSE,0,0,0,0
1813,Jack Haley,FALSE,0,0,1,0
1814,Hersey Hawkins,FALSE,1,1,0,1
1815,Tito Horford,FALSE,0,0,0,0
1816,Avery Johnson,FALSE,1,0,1,0
1817,Bill Jones,FALSE,0,0,0,0
1818,Shelton Jones,FALSE,0,0,0,0
1819,Steve Kerr,FALSE,0,0,1,0
1820,Randolph Keys,FALSE,0,0,0,0
1821,Jerome Lane,FALSE,0,0,0,0
1822,Andrew Lang,FALSE,0,0,0,0
1823,Eric Leckner,FALSE,0,0,0,0
1824,Jim Les,FALSE,0,0,0,0
1825,Rob Lock,FALSE,0,0,0,0
1826,Grant Long,FALSE,0,0,0,0
1827,Dan Majerle,FALSE,0,1,0,1
1828,Danny Manning,FALSE,1,1,0,0
1829,Vernon Maxwell,FALSE,0,0,1,0
1830,Todd Mitchell,FALSE,0,0,0,0
1831,Chris Morris,FALSE,0,0,0,1
1832,Richard Morton,FALSE,0,0,0,0
1833,Craig Neal,FALSE,0,0,0,0
1834,Jose Ortiz,FALSE,0,0,0,0
1835,Will Perdue,FALSE,0,0,1,0
1836,Tim Perry,FALSE,0,0,0,0
1837,Dave Popson,FALSE,0,0,0,0
1838,Dominic Pressley,FALSE,0,0,0,0
1839,Ramon Rivas,FALSE,0,0,0,0
1840,David Rivers,FALSE,0,0,0,0
1841,Rob Rose,FALSE,0,0,0,0
1842,Jim Rowinski,FALSE,0,0,0,0
1843,Rony Seikaly,FALSE,1,0,0,0
1844,Charles Shackleford,FALSE,0,0,0,0
1845,John Shasky,FALSE,0,0,0,0
1846,Brian Shaw,FALSE,0,0,1,1
1847,Keith Smart,FALSE,0,0,0,0
1848,Charles Smith,FALSE,0,0,0,1
1849,Charles Smith,FALSE,0,0,0,1
1850,Charles Smith,FALSE,0,0,0,1
1851,Rik Smits,FALSE,0,1,0,1
1852,John Starks,FALSE,1,1,0,1
1853,Everette Stephens,FALSE,0,0,0,0
1854,Rod Strickland,FALSE,0,0,0,1
1855,Barry Sumpter,FALSE,0,0,0,0
1856,Anthony Taylor,FALSE,0,0,0,0
1857,Tom Tolbert,FALSE,0,0,0,0
1858,Kelvin Upshaw,FALSE,0,0,0,0
1859,Morlon Wiley,FALSE,0,0,0,0
1860,Micheal Williams,FALSE,0,0,1,1
1861,David Wood,FALSE,0,0,0,0
1862,Nick Anderson,FALSE,0,0,0,0
1863,Michael Ansley,FALSE,0,0,0,0
1864,B.J. Armstrong,FALSE,0,1,1,0
1865,Dana Barros,FALSE,1,1,0,0
1866,Kenny Battle,FALSE,0,0,0,0
1867,Winston Bennett,FALSE,0,0,0,0
1868,Mookie Blaylock,FALSE,0,1,0,1
1869,Chucky Brown,FALSE,0,0,1,0
1870,Raymond Brown,FALSE,0,0,0,0
1871,Stanley Brundy,FALSE,0,0,0,0
1872,Torgeir Bryn,FALSE,0,0,0,0
1873,Steve Bucknall,FALSE,0,0,0,0
1874,Adrian Caldwell,FALSE,0,0,0,0
1875,Lanard Copeland,FALSE,0,0,0,0
1876,Terry Davis,FALSE,0,0,0,0
1877,Byron Dinkins,FALSE,0,0,0,0
1878,Vlade Divac,TRUE,1,1,0,1
1879,Sherman Douglas,FALSE,0,0,0,1
1880,Terry Dozier,FALSE,0,0,0,0
1881,Blue Edwards,FALSE,0,0,0,1
1882,Jay Edwards,FALSE,0,0,0,0
1883,Sean Elliott,FALSE,0,1,1,1
1884,Pervis Ellison,FALSE,1,0,0,0
1885,Derrick Gervin,FALSE,0,0,0,0
1886,Greg Grant,FALSE,0,0,0,0
1887,Scott Haffner,FALSE,0,0,0,0
1888,Tom Hammonds,FALSE,0,0,0,0
1889,Tim Hardaway,TRUE,0,1,0,1
1890,Tim Hardaway,TRUE,0,1,0,1
1891,Mike Higgins,FALSE,0,0,0,0
1892,Ed Horton,FALSE,0,0,0,0
1893,Byron Irvin,FALSE,0,0,0,0
1894,Jaren Jackson,FALSE,1,1,0,1
1895,Eric Johnson,FALSE,0,0,0,0
1896,Nate Johnston,FALSE,0,0,0,0
1897,Shawn Kemp,FALSE,0,1,0,1
1898,Stan Kimbrough,FALSE,0,0,0,0
1899,Stacey King,FALSE,0,0,1,1
1900,Frank Kornet,FALSE,0,0,0,0
1901,Jeff Lebo,FALSE,0,0,0,0
1902,Tim Legler,FALSE,0,0,0,0
1903,Gary Leonard,FALSE,0,0,0,0
1904,Clifford Lett,FALSE,0,0,0,0
1905,Todd Lichti,FALSE,0,0,0,0
1906,Roy Marble,FALSE,0,0,0,0
1907,Jeff Martin,FALSE,0,0,0,0
1908,Anthony Mason,FALSE,1,1,0,1
1909,Bob McCann,FALSE,0,0,0,0
1910,Mel McCants,FALSE,0,0,0,0
1911,George McCloud,FALSE,0,0,0,0
1912,Carlton McKinney,FALSE,0,0,0,0
1913,Scott Meents,FALSE,0,0,0,0
1914,Sam Mitchell,FALSE,0,0,0,0
1915,Mike Morrison,FALSE,0,0,0,0
1916,John Morton,FALSE,0,0,0,0
1917,Dyron Nix,FALSE,0,0,0,0
1918,Zarko Paspalj,FALSE,0,0,0,0
1919,Kenny Payne,FALSE,0,0,0,0
1920,Brian Quinnett,FALSE,0,0,0,0
1921,J.R. Reid,FALSE,0,0,0,1
1922,Glen Rice,FALSE,1,1,1,1
1923,Glen Rice,FALSE,1,1,1,1
1924,Pooh Richardson,FALSE,0,0,0,1
1925,Clifford Robinson,FALSE,1,1,0,1
1926,Doug Roth,FALSE,0,0,0,0
1927,Donald Royal,FALSE,0,0,0,0
1928,Delaney Rudd,FALSE,0,0,0,0
1929,Jeff Sanders,FALSE,0,0,0,0
1930,Dexter Shouse,FALSE,0,0,0,0
1931,Michael Smith,FALSE,0,0,0,0
1932,Michael Smith,FALSE,0,0,0,0
1933,Jay Taylor,FALSE,0,0,0,0
1934,Leonard Taylor,FALSE,0,0,0,0
1935,Henry Turner,FALSE,0,0,0,0
1936,Gary Voce,FALSE,0,0,0,0
1937,Alexander Volkov,FALSE,0,0,0,0
1938,Doug West,TRUE,1,1,1,1
1939,Randy White,FALSE,0,0,0,0
1940,Mike Williams,FALSE,0,0,0,0
1941,Haywoode Workman,FALSE,0,0,0,0
1942,Alaa Abdelnaby,FALSE,0,0,0,0
1943,Mahmoud Abdul-Rauf,FALSE,1,0,0,1
1944,Keith Askins,FALSE,0,0,0,0
1945,Milos Babic,FALSE,0,0,0,0
1946,Cedric Ball,FALSE,0,0,0,0
1947,Lance Blanks,FALSE,0,0,0,0
1948,Anthony Bonner,FALSE,0,0,0,0
1949,Dee Brown,FALSE,0,0,0,1
1950,Dee Brown,FALSE,0,0,0,1
1951,Jud Buechler,FALSE,0,0,1,0
1952,Matt Bullard,FALSE,0,0,1,0
1953,Willie Burton,FALSE,0,0,0,1
1954,Rick Calloway,FALSE,0,0,0,0
1955,Elden Campbell,FALSE,0,0,1,0
1956,Duane Causwell,FALSE,0,0,0,0
1957,Cedric Ceballos,FALSE,0,1,0,0
1958,Richard Coffey,FALSE,0,0,0,0
1959,Derrick Coleman,FALSE,1,1,0,1
1960,Bimbo Coles,FALSE,0,0,0,0
1961,Anthony Cook,FALSE,0,0,0,0
1962,Tony Dawson,FALSE,0,0,0,0
1963,Mario Elie,FALSE,0,0,1,0
1964,A.J. English,FALSE,0,0,0,0
1965,Danny Ferry,FALSE,0,0,1,0
1966,Greg Foster,FALSE,0,0,1,0
1967,Tate George,FALSE,0,0,0,0
1968,Kendall Gill,FALSE,0,0,0,1
1969,Gerald Glass,FALSE,0,0,0,0
1970,Dan Godfread,FALSE,0,0,0,0
1971,Jim Grandholm,FALSE,0,0,0,0
1972,Tony Harris,FALSE,0,0,0,0
1973,Steve Henson,FALSE,0,0,0,0
1974,Sean Higgins,FALSE,0,0,0,0
1975,Tyrone Hill,FALSE,0,1,0,0
1976,Dave Jamerson,FALSE,0,0,0,0
1977,Henry James,FALSE,0,0,0,0
1978,Les Jepsen,FALSE,0,0,0,0
1979,Alec Kessler,FALSE,0,0,0,0
1980,Bo Kimble,FALSE,0,0,0,0
1981,Negele Knight,FALSE,0,0,0,0
1982,Kurk Lee,FALSE,0,0,0,0
1983,Marcus Liberty,FALSE,0,0,0,0
1984,Ian Lockhart,FALSE,0,0,0,0
1985,Tony Massenburg,FALSE,0,0,1,0
1986,Travis Mays,FALSE,0,0,0,1
1987,Terry Mills,FALSE,0,0,0,0
1988,Chris Munk,FALSE,0,0,0,0
1989,Jerrod Mustaf,FALSE,0,0,0,0
1990,Dan O'Sullivan,FALSE,0,0,0,0
1991,Alan Ogg,FALSE,0,0,0,0
1992,Brian Oliver,FALSE,0,0,0,0
1993,Gerald Paddio,FALSE,0,0,0,0
1994,Walter Palmer,FALSE,0,0,0,0
1995,Kevin Pritchard,FALSE,0,0,0,0
1996,Larry Robinson,FALSE,0,0,1,0
1997,Rumeal Robinson,FALSE,0,0,0,0
1998,Steve Scheffler,FALSE,0,0,0,0
1999,Dwayne Schintzius,FALSE,0,0,0,0
2000,Dennis Scott,FALSE,0,0,0,1
2001,Lionel Simmons,FALSE,0,0,0,1
2002,Tony Smith,FALSE,0,0,0,0
2003,Felton Spencer,FALSE,0,0,0,1
2004,Irving Thomas,FALSE,0,0,0,0
2005,Andy Toolson,FALSE,0,0,0,0
2006,Loy Vaught,FALSE,0,0,0,0
2007,Stojko Vrankovic,FALSE,0,0,0,0
2008,Jayson Williams,FALSE,0,1,0,0
2009,Kenny Williams,FALSE,0,0,0,0
2010,Scott Williams,FALSE,0,0,1,0
2011,Trevor Wilson,FALSE,0,0,0,0
2012,Kennard Winchester,FALSE,0,0,0,0
2013,Howard Wright,FALSE,0,0,0,0
2014,A.J. Wynder,FALSE,0,0,0,0
2015,Victor Alexander,FALSE,0,0,0,0
2016,Kenny Anderson,FALSE,0,1,0,0
2017,Greg Anthony,FALSE,0,0,0,0
2018,Stacey Augmon,FALSE,0,0,0,1
2019,Isaac Austin,FALSE,1,0,0,0
2020,Steve Bardo,FALSE,0,0,0,0
2021,David Benoit,FALSE,0,0,0,0
2022,Terrell Brandon,FALSE,1,1,0,1
2023,Kevin Brooks,FALSE,0,0,0,0
2024,Myron Brown,FALSE,0,0,0,0
2025,Randy Brown,FALSE,0,0,3,0
2026,Demetrius Calip,FALSE,0,0,0,0
2027,Pete Chilcutt,FALSE,0,0,1,0
2028,Marty Conlon,FALSE,0,0,0,0
2029,Tom Copa,FALSE,0,0,0,0
2030,Chris Corchiani,FALSE,0,0,0,0
2031,Corey Crowder,FALSE,0,0,0,0
2032,Dale Davis,FALSE,0,1,0,0
2033,Bison Dele,FALSE,0,0,1,0
2034,Patrick Eddie,FALSE,0,0,0,0
2035,LeRon Ellis,FALSE,0,0,0,0
2036,Rick Fox,FALSE,0,0,1,1
2037,Chris Gatling,FALSE,0,1,0,0
2038,Paul Graham,FALSE,0,0,0,0
2039,Sean Green,FALSE,0,0,0,0
2040,Carl Herrera,FALSE,0,0,2,0
2041,Donald Hodge,FALSE,0,0,0,0
2042,Brian Howard,FALSE,0,0,0,0
2043,Cedric Hunter,FALSE,0,0,0,0
2044,Mike Iuzzolino,FALSE,0,0,0,0
2045,Rich King,FALSE,0,0,0,0
2046,Doug Lee,FALSE,0,0,0,0
2047,Luc Longley,FALSE,0,0,1,0
2048,Kevin Lynch,FALSE,0,0,0,0
2049,Mark Macon,FALSE,0,0,0,1
2050,Tharon Mayes,FALSE,0,0,0,0
2051,Rodney Monroe,FALSE,0,0,0,0
2052,Tracy Moore,FALSE,0,0,0,0
2053,Eric Murdock,FALSE,0,0,0,0
2054,Jimmy Oliver,FALSE,0,0,0,0
2055,Billy Owens,FALSE,0,0,0,1
2056,Keith Owens,FALSE,0,0,0,0
2057,Robert Pack,FALSE,0,0,0,0
2058,Elliot Perry,FALSE,0,0,0,0
2059,Bobby Phills,FALSE,0,0,0,1
2060,Mark Randall,FALSE,0,0,0,0
2061,Stanley Roberts,FALSE,0,0,0,1
2062,Doug Smith,FALSE,0,0,0,0
2063,LaBradford Smith,FALSE,0,0,0,0
2064,Steve Smith,FALSE,1,1,1,1
2065,Larry Stewart,FALSE,0,0,0,1
2066,Derek Strong,FALSE,0,0,0,0
2067,Lamont Strothers,FALSE,0,0,0,0
2068,Greg Sutton,FALSE,0,0,0,0
2069,Carl Thomas,FALSE,0,0,0,0
2070,Charles Thomas,TRUE,1,1,1,1
2071,Stephen Thompson,FALSE,0,0,0,0
2072,John Turner,FALSE,0,0,0,0
2073,Joao Vianna,FALSE,0,0,0,0
2074,Eric Anderson,FALSE,0,0,0,0
2075,Anthony Avent,FALSE,0,0,0,0
2076,Jon Barry,FALSE,0,0,0,0
2077,Tony Bennett,FALSE,0,0,0,0
2078,Alex Blackwell,FALSE,0,0,0,0
2079,Ricky Blanton,FALSE,0,0,0,0
2080,Walter Bond,FALSE,0,0,0,0
2081,Dexter Cambridge,FALSE,0,0,0,0
2082,Doug Christie,FALSE,0,0,0,1
2083,Duane Cooper,FALSE,0,0,0,0
2084,Joe Courtney,FALSE,0,0,0,0
2085,John Crotty,FALSE,0,0,0,0
2086,Radisav Curcic,FALSE,0,0,0,0
2087,Lloyd Daniels,FALSE,0,0,0,0
2088,Hubert Davis,FALSE,0,0,0,0
2089,Todd Day,FALSE,0,0,0,0
2090,Richard Dumas,FALSE,0,0,0,1
2091,Pat Durham,FALSE,0,0,0,0
2092,LaPhonso Ellis,FALSE,0,0,0,1
2093,Matt Geiger,FALSE,0,0,0,0
2094,Litterial Green,FALSE,0,0,0,0
2095,Tom Gugliotta,FALSE,0,1,0,1
2096,Jay Guidinger,FALSE,0,0,0,0
2097,Robert Horry,FALSE,0,0,1,1
2098,Byron Houston,FALSE,0,0,0,0
2099,Stephen Howard,FALSE,0,1,0,0
2100,Jim Jackson,FALSE,0,0,0,0
2101,Keith Jennings,FALSE,0,0,0,0
2102,Dave Johnson,FALSE,0,0,0,0
2103,Thomas Jordan,FALSE,0,0,0,0
2104,Adam Keefe,FALSE,0,0,0,0
2105,Christian Laettner,FALSE,0,1,0,1
2106,Sam Mack,FALSE,0,0,0,0
2107,Don MacLean,FALSE,1,0,0,0
2108,Marlon Maxey,FALSE,0,0,0,0
2109,Lee Mayberry,FALSE,0,0,0,0
2110,Oliver Miller,FALSE,0,0,0,0
2111,Harold Miner,FALSE,0,0,0,0
2112,Isaiah Morris,FALSE,0,0,0,0
2113,Tracy Murray,FALSE,0,0,0,0
2114,Melvin Newbern,FALSE,0,0,0,0
2115,Matt Othick,FALSE,0,0,0,0
2116,Doug Overton,FALSE,0,0,0,0
2117,Anthony Peeler,FALSE,0,0,0,0
2118,Brent Price,FALSE,0,0,0,0
2119,Anthony Pullard,FALSE,0,0,0,0
2120,Sean Rooks,FALSE,0,0,0,0
2121,Malik Sealy,FALSE,0,0,0,0
2122,Chris Smith,FALSE,0,0,0,0
2123,Chris Smith,FALSE,0,0,0,0
2124,Reggie Smith,FALSE,0,0,0,0
2125,Andre Spencer,FALSE,0,0,0,0
2126,Elmore Spencer,FALSE,0,0,0,0
2127,Latrell Sprewell,FALSE,0,1,0,1
2128,Barry Stevens,FALSE,0,0,0,0
2129,Bryant Stith,FALSE,0,0,0,0
2130,Gundars Vetra,FALSE,0,0,0,0
2131,Clarence Weatherspoon,FALSE,0,0,0,1
2132,Marcus Webb,FALSE,0,0,0,0
2133,Robert Werdann,FALSE,0,0,0,0
2134,Corey Williams,FALSE,0,0,1,0
2135,Lorenzo Williams,FALSE,0,0,0,0
2136,Walt Williams,FALSE,0,0,0,1
2137,Randy Woods,FALSE,0,0,0,0
2138,Gary Alexander,FALSE,0,0,0,0
2139,Vin Baker,FALSE,0,1,0,1
2140,Corie Blount,FALSE,0,0,0,0
2141,Shawn Bradley,FALSE,0,0,0,1
2142,P.J. Brown,FALSE,1,0,1,1
2143,Evers Burns,FALSE,0,0,0,0
2144,Scott Burrell,FALSE,0,0,1,0
2145,Mitchell Butler,FALSE,0,0,0,0
2146,Sam Cassell,FALSE,0,1,1,1
2147,Calbert Cheaney,FALSE,0,0,0,0
2148,Michael Curry,FALSE,0,0,0,0
2149,Antonio Davis,FALSE,0,1,0,0
2150,Brian Davis,FALSE,0,0,0,0
2151,Terry Dehere,FALSE,0,0,0,0
2152,Dell Demps,FALSE,0,0,0,0
2153,Acie Earl,FALSE,0,0,0,0
2154,Bill Edwards,FALSE,0,0,0,0
2155,Doug Edwards,FALSE,0,0,0,0
2156,Harold Ellis,FALSE,0,0,0,0
2157,Alphonso Ford,FALSE,0,0,0,0
2158,Chad Gallagher,FALSE,0,0,0,0
2159,Andrew Gaze,FALSE,0,0,1,0
2160,Ricky Grace,FALSE,0,0,0,0
2161,Greg Graham,FALSE,0,0,0,0
2162,Josh Grant,FALSE,0,0,0,0
2163,Andres Guibert,FALSE,0,0,0,0
2164,Geert Hammink,FALSE,0,0,0,0
2165,Anfernee Hardaway,FALSE,0,1,0,1
2166,Lucious Harris,FALSE,0,0,0,0
2167,Antonio Harvey,FALSE,0,0,0,0
2168,Scott Haskin,FALSE,0,0,0,0
2169,Skeeter Henry,FALSE,0,0,0,0
2170,Allan Houston,FALSE,0,1,0,0
2171,Lindsey Hunter,FALSE,0,0,1,1
2172,Bobby Hurley,FALSE,0,0,0,0
2173,Stanley Jackson,FALSE,0,0,0,0
2174,Chris Jent,FALSE,0,0,1,0
2175,Ervin Johnson,FALSE,0,0,0,0
2176,Popeye Jones,FALSE,0,0,0,0
2177,Adonis Jordan,FALSE,0,0,0,0
2178,Reggie Jordan,FALSE,0,0,0,0
2179,Warren Kidd,FALSE,0,0,0,0
2180,Chris King,TRUE,0,1,1,1
2181,Toni Kukoc,TRUE,1,0,1,1
2182,George Lynch,FALSE,0,0,0,0
2183,Malcolm Mackey,FALSE,0,0,0,0
2184,Gerald Madkins,FALSE,0,0,0,0
2185,Bob Martin,FALSE,0,0,0,0
2186,Jamal Mashburn,FALSE,0,1,0,1
2187,Darnell Mee,FALSE,0,0,0,0
2188,Chris Mills,FALSE,0,0,0,0
2189,Darren Morningstar,FALSE,0,0,0,0
2190,Gheorghe Muresan,FALSE,1,0,0,0
2191,Bo Outlaw,FALSE,0,0,0,0
2192,Mike Peplowski,FALSE,0,0,0,0
2193,Richard Petruska,FALSE,0,0,1,0
2194,Dino Radja,TRUE,0,0,0,1
2195,Isaiah Rider,FALSE,0,0,1,1
2196,Eric Riley,FALSE,0,0,1,0
2197,James Robinson,FALSE,0,1,1,0
2198,Rodney Rogers,FALSE,1,0,0,0
2199,Bryon Russell,FALSE,0,0,0,0
2200,Kevin Thompson,FALSE,0,0,0,0
2201,Keith Tower,FALSE,0,0,0,0
2202,Rex Walters,FALSE,0,0,0,0
2203,Chris Webber,TRUE,1,1,0,1
2204,Matt Wenstrom,FALSE,0,0,0,0
2205,David Wesley,FALSE,0,0,0,0
2206,Chris Whitney,FALSE,0,0,0,0
2207,Aaron Williams,FALSE,0,0,0,0
2208,Luther Wright,FALSE,0,0,0,0
2209,Derrick Alston,FALSE,0,0,0,0
2210,Darrell Armstrong,FALSE,1,0,0,0
2211,Sergei Bazarevich,FALSE,0,0,0,0
2212,Elmer Bennett,FALSE,0,0,0,0
2213,James Blackwell,FALSE,0,0,0,0
2214,Tim Breaux,FALSE,0,0,1,0
2215,Chris Childs,FALSE,0,0,0,0
2216,Bill Curley,FALSE,0,0,0,0
2217,Yinka Dare,FALSE,0,0,0,0
2218,Tony Dumas,FALSE,0,0,0,0
2219,Howard Eisley,FALSE,0,0,0,0
2220,Matt Fish,FALSE,0,0,0,0
2221,Brian Grant,FALSE,1,0,0,1
2222,Darrin Hancock,FALSE,0,0,0,0
2223,Jerome Harmon,FALSE,0,0,0,0
2224,Grant Hill,TRUE,1,1,0,1
2225,Tom Hovasse,FALSE,0,0,0,0
2226,Juwan Howard,FALSE,0,1,1,1
2227,Askia Jones,FALSE,0,0,0,0
2228,Eddie Jones,FALSE,0,1,0,1
2229,Jason Kidd,TRUE,1,1,1,1
2230,Antonio Lang,FALSE,0,0,0,0
2231,Ryan Lorthridge,FALSE,0,0,0,0
2232,Donyell Marshall,FALSE,0,0,0,1
2233,Darrick Martin,FALSE,0,0,0,0
2234,Jim McIlvaine,FALSE,0,0,0,0
2235,Aaron McKie,FALSE,1,0,0,0
2236,Anthony Miller,FALSE,0,0,0,0
2237,Greg Minor,FALSE,0,0,0,0
2238,Eric Mobley,FALSE,0,0,0,0
2239,Eric Montross,FALSE,0,0,0,1
2240,Dwayne Morton,FALSE,0,0,0,0
2241,Lamond Murray,FALSE,0,0,0,0
2242,Ivano Newbill,FALSE,0,0,0,0
2243,Julius Nwosu,FALSE,0,0,0,0
2244,Wesley Person,FALSE,0,0,0,1
2245,Derrick Phelps,FALSE,0,0,0,0
2246,Eric Piatkowski,FALSE,0,0,0,0
2247,Eldridge Recasner,FALSE,0,0,0,0
2248,Khalid Reeves,FALSE,0,0,0,0
2249,Glenn Robinson,FALSE,0,1,1,1
2250,Glenn Robinson,FALSE,0,1,1,1
2251,Carlos Rogers,FALSE,0,0,0,0
2252,Jalen Rose,FALSE,1,0,0,1
2253,Clifford Rozier,FALSE,0,0,0,0
2254,Trevor Ruffin,FALSE,0,0,0,0
2255,Dickey Simpkins,FALSE,0,0,1,0
2256,Reggie Slater,FALSE,0,0,0,0
2257,Mark Strickland,FALSE,0,0,0,0
2258,Aaron Swinson,FALSE,0,0,0,0
2259,Zan Tabak,FALSE,0,0,1,0
2260,Brooks Thompson,FALSE,0,0,0,0
2261,Anthony Tucker,FALSE,0,0,1,0
2262,B.J. Tyler,FALSE,0,0,0,0
2263,Fred Vinson,FALSE,0,0,0,0
2264,Charlie Ward,FALSE,0,0,0,0
2265,Jamie Watson,FALSE,0,0,0,0
2266,Monty Williams,FALSE,0,0,0,0
2267,Dontonio Wingfield,FALSE,0,0,0,0
2268,Sharone Wright,FALSE,0,0,0,1
2269,Cory Alexander,FALSE,0,0,0,0
2270,Jerome Allen,FALSE,0,0,0,0
2271,John Amaechi,FALSE,0,0,0,0
2272,Ashraf Amaya,FALSE,0,0,0,0
2273,Brent Barry,FALSE,0,0,1,1
2274,Corey Beck,FALSE,0,0,0,0
2275,Mario Bennett,FALSE,0,0,0,0
2276,Travis Best,FALSE,0,0,0,0
2277,Melvin Booker,FALSE,0,0,0,0
2278,Donnie Boyce,FALSE,0,0,0,0
2279,Marques Bragg,FALSE,0,0,0,0
2280,Junior Burrough,FALSE,0,0,0,0
2281,Jason Caffey,FALSE,0,0,1,0
2282,Chris Carr,FALSE,0,0,0,0
2283,Randolph Childress,FALSE,0,0,0,0
2284,Robert Churchwell,FALSE,0,0,0,0
2285,Charles Claxton,FALSE,0,0,0,0
2286,John Coker,FALSE,0,0,0,0
2287,Rastko Cvetkovic,FALSE,0,0,0,0
2288,Sasha Danilovic,FALSE,0,0,0,0
2289,Andrew DeClercq,FALSE,0,0,0,0
2290,Tyus Edney,FALSE,0,0,0,1
2291,Vincenzo Esposito,FALSE,0,0,0,0
2292,Michael Finley,FALSE,0,1,1,1
2293,Sherell Ford,FALSE,0,0,0,0
2294,Kevin Garnett,TRUE,1,1,1,1
2295,Anthony Goldwire,FALSE,0,0,0,0
2296,Thomas Hamilton,FALSE,0,0,0,0
2297,Alvin Heggs,FALSE,0,0,0,0
2298,Alan Henderson,FALSE,1,0,0,0
2299,Fred Hoiberg,FALSE,0,0,0,0
2300,Darryl Johnson,FALSE,0,0,0,0
2301,Frankie King,FALSE,0,0,0,0
2302,Jimmy King,FALSE,0,1,0,0
2303,Voshon Lenard,FALSE,0,0,0,0
2304,Cedric Lewis,FALSE,0,0,0,0
2305,Martin Lewis,FALSE,0,0,0,0
2306,Rich Manning,FALSE,0,0,0,0
2307,Donny Marshall,FALSE,0,0,0,0
2308,Cuonzo Martin,FALSE,0,0,0,0
2309,Clint McDaniel,FALSE,0,0,0,0
2310,Antonio McDyess,FALSE,0,1,0,1
2311,Loren Meyer,FALSE,0,0,0,0
2312,Lawrence Moten,FALSE,0,0,0,0
2313,Todd Mundt,FALSE,0,0,0,0
2314,Howard Nathan,FALSE,0,0,0,0
2315,Ed O'Bannon,FALSE,0,0,0,0
2316,Greg Ostertag,FALSE,0,0,0,0
2317,Cherokee Parks,FALSE,0,0,0,0
2318,Theo Ratliff,FALSE,0,1,0,1
2319,Bryant Reeves,FALSE,0,0,0,1
2320,Don Reid,FALSE,0,0,0,0
2321,Terrence Rencher,FALSE,0,0,0,0
2322,Shawn Respert,FALSE,0,0,0,0
2323,Lou Roe,FALSE,0,0,0,0
2324,Stefano Rusconi,FALSE,0,0,0,0
2325,Joe Smith,FALSE,0,0,0,1
2326,Eric Snow,FALSE,1,0,0,1
2327,Jerry Stackhouse,FALSE,0,1,0,1
2328,Damon Stoudamire,FALSE,1,0,0,1
2329,Bob Sura,FALSE,0,0,0,0
2330,Larry Sykes,FALSE,0,0,0,0
2331,Kurt Thomas,FALSE,0,0,0,0
2332,Gary Trent,FALSE,0,0,0,0
2333,David Vaughn,FALSE,0,0,0,0
2334,David Vaughn,FALSE,0,0,0,0
2335,Rasheed Wallace,FALSE,0,1,1,1
2336,Jeff Webster,FALSE,0,0,0,0
2337,Dwayne Whitfield,FALSE,0,0,0,0
2338,Eric Williams,FALSE,0,0,0,0
2339,Corliss Williamson,FALSE,1,0,1,0
2340,George Zidek,FALSE,0,0,0,0
2341,Shareef Abdur-Rahim,FALSE,1,1,0,1
2342,Ray Allen,TRUE,1,1,1,1
2343,Shandon Anderson,FALSE,0,0,1,0
2344,Dexter Boney,FALSE,0,0,0,0
2345,Bruce Bowen,FALSE,0,0,1,1
2346,Mark Bradtke,FALSE,0,0,0,0
2347,Marcus Brown,FALSE,0,0,0,0
2348,Kobe Bryant,TRUE,1,1,1,1
2349,Marcus Camby,FALSE,1,0,0,1
2350,Jimmy Carruth,FALSE,0,0,0,0
2351,Erick Dampier,FALSE,0,0,0,0
2352,Ben Davis,FALSE,0,0,0,0
2353,Emanual Davis,FALSE,0,0,0,0
2354,Tony Delk,FALSE,0,0,0,0
2355,Aleksandar Djordjevic,FALSE,0,0,0,0
2356,Nate Driggers,FALSE,0,0,0,0
2357,Brian Evans,FALSE,0,0,0,0
